Date,Sales Channel,Product Name2,Customer ID,Customer Name,State,Discount,Sales,Sales Forecast
9/19/2020,Commercial,Contractor's All Risk,SB-20290,Sean Braxton,Taunggyi,40.00%,"$4,600 ","$4,583 "
9/19/2020,Commercial,Contractor's All Risk,SB-20290,Sean Braxton,Taunggyi,40.00%,"$3,800 ","$3,774 "
6/6/2022,Agency,Fire,RC-19825,Roy Collins,Bago,20.00%,$700 ,$492 
11/10/2021,Bancassurance,PA,AH-10210,Alan Hwang,Yangon,0.00%,$80 ,$120 
6/16/2023,Walk-in,CAR/EAR,CB-12535,Claudia Bergmann,Myitkyina,20.00%,$14 ,$21 
1/22/2022,Travel,CAR/EAR,PG-18895,Paul Gonzalez,Loikaw,0.00%,$8 ,$11 
12/9/2023,Agency,Industrial All Risk,CA-12310,Christine Abelman,Pathein,20.00%,$90 ,$56 
12/9/2023,Agency,CAR/EAR,CA-12310,Christine Abelman,Pathein,20.00%,$58 ,$86 
12/28/2023,Bancassurance,Industrial All Risk,KH-16690,Kristen Hastings,Yangon,0.00%,"$1,200 ","$1,087 "
7/30/2021,Bancassurance,PA,HA-14920,Helen Andreada,Yangon,0.00%,$300 ,$314 
7/30/2021,Bancassurance,Cash In Transit,HA-14920,Helen Andreada,Yangon,0.00%,$5 ,$8 
7/30/2021,Bancassurance,Marine,HA-14920,Helen Andreada,Yangon,20.00%,$11 ,$16 
9/16/2023,Bancassurance,Fidelity,BB-10990,Barry Blumstein,Yangon,0.00%,$9 ,$13 
9/16/2023,Bancassurance,CAR/EAR,BB-10990,Barry Blumstein,Yangon,0.00%,$6 ,$9 
10/13/2023,Corporate,Fidelity,AG-10495,Andrew Gjertsen,Dawei,20.00%,$12 ,$17 
10/13/2023,Corporate,Fidelity,AG-10495,Andrew Gjertsen,Dawei,20.00%,$18 ,$27 
10/13/2023,Corporate,Industrial All Risk,AG-10495,Andrew Gjertsen,Dawei,20.00%,$60 ,$89 
10/13/2023,Corporate,CAR/EAR,AG-10495,Andrew Gjertsen,Dawei,20.00%,$25 ,$37 
9/26/2021,Commercial,Marine,SC-20725,Steven Cartwright,Taunggyi,80.00%,$2 ,$3 
9/26/2021,Commercial,Fire,SC-20725,Steven Cartwright,Taunggyi,20.00%,"$1,800 ","$1,669 "
11/2/2021,Bancassurance,Travel,JO-15280,Jas O'Carroll,Yangon,20.00%,"$1,700 ","$1,556 "
9/26/2021,Walk-in,Fidelity,TB-21520,Tracy Blumstein,Sittwe,20.00%,$142 ,$212 
9/26/2021,Walk-in,PA,TB-21520,Tracy Blumstein,Sittwe,20.00%,$240 ,$359 
9/26/2021,Walk-in,Fidelity,TB-21520,Tracy Blumstein,Sittwe,20.00%,$31 ,$47 
12/18/2022,Corporate,Marine,AH-10195,Alan Haines,Dawei,70.00%,$500 ,$380 
12/18/2022,Corporate,Cash In Safe,AH-10195,Alan Haines,Dawei,20.00%,$195 ,$291 
12/18/2022,Corporate,Bailee's Liability,AH-10195,Alan Haines,Dawei,20.00%,"$1,500 ","$1,440 "
11/20/2022,Agency,CAR/EAR,NZ-18565,Nick Zandusky,Pathein,20.00%,$19 ,$29 
11/20/2022,Agency,CAR/EAR,NZ-18565,Nick Zandusky,Pathein,20.00%,$18 ,$28 
11/20/2022,Agency,PA,NZ-18565,Nick Zandusky,Pathein,20.00%,$700 ,$383 
11/20/2022,Agency,Health/CI,NZ-18565,Nick Zandusky,Pathein,50.00%,$87 ,$130 
12/26/2020,Travel,Cash In Transit,KL-16555,Kelly Lampkin,Magwe,20.00%,$500 ,$450 
12/26/2020,Travel,Motor,KL-16555,Kelly Lampkin,Magwe,20.00%,$400 ,$345 
12/26/2020,Travel,Cash In Transit,KL-16555,Kelly Lampkin,Magwe,20.00%,$350 ,$327 
12/26/2020,Travel,Marine,KL-16555,Kelly Lampkin,Magwe,70.00%,$79 ,$118 
12/26/2020,Travel,CAR/EAR,KL-16555,Kelly Lampkin,Magwe,20.00%,$28 ,$41 
10/28/2022,Travel,Fidelity,JD-15895,Jonathan Doherty,Loikaw,0.00%,$32 ,$49 
10/28/2022,Travel,Industrial All Risk,JD-15895,Jonathan Doherty,Loikaw,0.00%,"$1,082 ","$1,621 "
10/28/2022,Travel,Fidelity,JD-15895,Jonathan Doherty,Loikaw,0.00%,$57 ,$85 
10/28/2022,Travel,Cash In Transit,JD-15895,Jonathan Doherty,Loikaw,0.00%,$78 ,$116 
10/28/2022,Travel,Marine,JD-15895,Jonathan Doherty,Loikaw,0.00%,$14 ,$21 
11/19/2023,Agency,Travel,JH-15910,Jonathan Howell,Bago,50.00%,$300 ,$328 
5/4/2021,Agency,Cash In Transit,AS-10225,Alan Schoenberger,Mandalay,0.00%,$27 ,$40 
12/30/2020,Agency,CAR/EAR,KB-16600,Ken Brennan,Pathein,0.00%,$10 ,$15 
6/1/2020,Travel,Marine,CR-12625,Corey Roper,Loikaw,0.00%,$45 ,$68 
6/1/2020,Travel,CAR/EAR,CR-12625,Corey Roper,Loikaw,0.00%,$450 ,$433 
4/15/2023,Agency,CAR/EAR,SH-20395,Shahid Hopkins,Bago,0.00%,$5 ,$7 
9/12/2022,Travel,Cash In Transit,BP-11185,Ben Peterman,Magwe,20.00%,$15 ,$23 
9/12/2022,Travel,Motor,BP-11185,Ben Peterman,Magwe,20.00%,$700 ,$699 
9/12/2022,Travel,Cash In Transit,BP-11185,Ben Peterman,Magwe,20.00%,$15 ,$23 
9/12/2022,Travel,CAR/EAR,BP-11185,Ben Peterman,Magwe,20.00%,$6 ,$9 
9/27/2020,Travel,Cash In Transit,TS-21205,Thomas Seio,Loikaw,0.00%,$88 ,$131 
8/9/2020,Corporate,Fire,AG-10525,Andy Gerbode,Dawei,20.00%,$178 ,$267 
8/9/2020,Corporate,Fidelity,AG-10525,Andy Gerbode,Dawei,20.00%,$16 ,$23 
12/28/2020,Corporate,CAR/EAR,SP-20860,Sung Pak,Dawei,20.00%,$99 ,$148 
11/4/2020,Agency,Motor,NM-18445,Nathan Mautz,Mandalay,10.00%,$136 ,$203 
11/4/2020,Agency,Contractor's All Risk,NM-18445,Nathan Mautz,Mandalay,0.00%,"$6,000 ","$5,978 "
11/4/2020,Agency,Fire,NM-18445,Nathan Mautz,Mandalay,0.00%,$276 ,$413 
11/4/2020,Agency,PA,NM-18445,Nathan Mautz,Mandalay,0.00%,$360 ,$539 
11/4/2020,Agency,Industrial All Risk,NM-18445,Nathan Mautz,Mandalay,0.00%,$44 ,$65 
9/19/2020,Bancassurance,CAR/EAR,FA-14230,Frank Atkinson,Yangon,0.00%,$7 ,$11 
4/23/2022,Bancassurance,Marine,GK-14620,Grace Kelly,Yangon,20.00%,$390 ,$377 
4/23/2022,Bancassurance,PA,GK-14620,Grace Kelly,Yangon,0.00%,$100 ,$150 
11/3/2023,Travel,Cash In Transit,DJ-13510,Don Jones,Malamyine,20.00%,$16 ,$24 
8/30/2022,Corporate,Fire,PO-18850,Patrick O'Brill,Dawei,40.00%,$500 ,$436 
8/30/2022,Corporate,Industrial All Risk,PO-18850,Patrick O'Brill,Dawei,20.00%,$54 ,$81 
8/30/2022,Corporate,Motor,PO-18850,Patrick O'Brill,Dawei,30.00%,"$1,200 ","$1,178 "
8/30/2022,Corporate,CAR/EAR,PO-18850,Patrick O'Brill,Dawei,20.00%,$100 ,$150 
8/30/2022,Corporate,Marine,PO-18850,Patrick O'Brill,Dawei,70.00%,$38 ,$57 
4/25/2022,Corporate,Fire,JL-15850,John Lucas,Dawei,40.00%,$83 ,$124 
4/25/2022,Corporate,Marine,JL-15850,John Lucas,Dawei,70.00%,$21 ,$31 
4/25/2022,Corporate,Marine,JL-15850,John Lucas,Dawei,70.00%,$5 ,$7 
9/1/2021,Bancassurance,Marine,DB-13615,Doug Bickford,Yangon,20.00%,$5 ,$7 
9/1/2021,Bancassurance,Oversea Marine,DB-13615,Doug Bickford,Yangon,20.00%,"$1,500 ","$1,438 "
9/1/2021,Bancassurance,Marine,DB-13615,Doug Bickford,Yangon,20.00%,$14 ,$22 
7/12/2020,Bancassurance,Marine,AC-10420,Alyssa Crouse,Yangon,20.00%,$8 ,$12 
7/12/2020,Bancassurance,Travel,AC-10420,Alyssa Crouse,Yangon,20.00%,"$1,100 ","$1,046 "
6/22/2021,Walk-in,CAR/EAR,KL-16645,Ken Lonsdale,Sittwe,0.00%,$5 ,$7 
4/13/2020,Corporate,CAR/EAR,JD-15895,Jonathan Doherty,Dawei,20.00%,$18 ,$27 
4/13/2020,Corporate,Marine,JD-15895,Jonathan Doherty,Dawei,70.00%,$800 ,$764 
4/13/2020,Corporate,CAR/EAR,JD-15895,Jonathan Doherty,Dawei,20.00%,$31 ,$46 
4/13/2020,Corporate,Fire,JD-15895,Jonathan Doherty,Dawei,40.00%,$110 ,$108 
12/20/2021,Commercial,Industrial All Risk,CS-12130,Chad Sievert,Taunggyi,20.00%,$89 ,$133 
6/15/2023,Bancassurance,Fire,CC-12550,Clay Cheatham,Yangon,20.00%,$48 ,$72 
7/8/2023,Corporate,CAR/EAR,TD-20995,Tamara Dahlen,Malamyine,0.00%,$8 ,$11 
7/8/2023,Corporate,Fidelity,TD-20995,Tamara Dahlen,Malamyine,0.00%,$25 ,$37 
7/8/2023,Corporate,CAR/EAR,TD-20995,Tamara Dahlen,Malamyine,0.00%,$13 ,$19 
9/1/2022,Agency,PA,AB-10060,Adam Bellavance,Mandalay,0.00%,$7 ,$10 
9/1/2022,Agency,Fidelity,AB-10060,Adam Bellavance,Mandalay,0.00%,$25 ,$37 
9/1/2022,Agency,Marine,AB-10060,Adam Bellavance,Mandalay,20.00%,$3 ,$5 
9/1/2022,Agency,Fidelity,AB-10060,Adam Bellavance,Mandalay,0.00%,$49 ,$74 
9/1/2022,Agency,Marine,AB-10060,Adam Bellavance,Mandalay,20.00%,"$6,800 ","$6,522 "
4/8/2022,Agency,Health/CI,JL-15505,Jeremy Lonsdale,Mandalay,20.00%,$600 ,$582 
4/8/2022,Agency,CAR/EAR,JL-15505,Jeremy Lonsdale,Mandalay,0.00%,$8 ,$12 
4/8/2022,Agency,CAR/EAR,JL-15505,Jeremy Lonsdale,Mandalay,0.00%,$17 ,$26 
4/8/2022,Agency,Fidelity,JL-15505,Jeremy Lonsdale,Mandalay,0.00%,$34 ,$52 
4/23/2022,Walk-in,Fidelity,HK-14890,Heather Kirkland,Myitkyina,20.00%,$36 ,$54 
3/8/2023,Walk-in,Cash In Safe,VB-21745,Victoria Brennan,Myitkyina,0.00%,"$1,000 ",$970 
3/8/2023,Walk-in,CAR/EAR,VB-21745,Victoria Brennan,Myitkyina,0.00%,$90 ,$31 
9/25/2023,Agency,CAR/EAR,KW-16435,Katrina Willman,Mandalay,0.00%,$21 ,$31 
9/25/2023,Agency,Motor,KW-16435,Katrina Willman,Mandalay,10.00%,"$1,000 ",$732 
9/25/2023,Agency,CAR/EAR,KW-16435,Katrina Willman,Mandalay,0.00%,$6 ,$8 
9/25/2023,Agency,Cash In Transit,KW-16435,Katrina Willman,Mandalay,0.00%,$47 ,$71 
9/24/2020,Bancassurance,Industrial All Risk,JD-16060,Julia Dunbar,Yangon,0.00%,$320 ,$317 
10/21/2022,Bancassurance,Marine,MK-17905,Michael Kennedy,Sittwe,0.00%,$23 ,$35 
10/21/2022,Bancassurance,Bailee's Liability,MK-17905,Michael Kennedy,Sittwe,0.00%,$7 ,$11 
10/21/2022,Bancassurance,Industrial All Risk,MK-17905,Michael Kennedy,Sittwe,0.00%,$105 ,$157 
10/21/2022,Bancassurance,Health/CI,MK-17905,Michael Kennedy,Sittwe,0.00%,"$1,044 ","$1,563 "
5/29/2023,Commercial,Fidelity,GT-14755,Guy Thornton,Taunggyi,20.00%,$26 ,$39 
5/29/2023,Commercial,Industrial All Risk,GT-14755,Guy Thornton,Taunggyi,20.00%,$53 ,$80 
7/23/2020,Travel,Marine,AG-10900,Arthur Gainer,Hpa-an,70.00%,$8 ,$12 
7/23/2020,Travel,PA,AG-10900,Arthur Gainer,Hpa-an,20.00%,"$1,600 ","$1,533 "
7/23/2020,Travel,CAR/EAR,AG-10900,Arthur Gainer,Hpa-an,20.00%,$9 ,$14 
7/23/2020,Travel,PA,AG-10900,Arthur Gainer,Hpa-an,20.00%,$900 ,$717 
9/28/2022,Agency,Fidelity,MM-18280,Muhammed MacIntyre,Bago,20.00%,$99 ,$148 
8/27/2023,Corporate,Travel,AR-10405,Allen Rosenblatt,Malamyine,30.00%,"$2,500 ","$2,229 "
4/28/2021,Commercial,Cash In Safe,RA-19915,Russell Applegate,Taunggyi,80.00%,$9 ,$13 
4/28/2021,Commercial,Industrial All Risk,RA-19915,Russell Applegate,Taunggyi,20.00%,$24 ,$36 
4/28/2021,Commercial,Marine,RA-19915,Russell Applegate,Taunggyi,80.00%,$12 ,$18 
10/28/2022,Bancassurance,Fidelity,AS-10285,Alejandro Savely,Yangon,0.00%,$51 ,$76 
10/28/2022,Bancassurance,Marine,AS-10285,Alejandro Savely,Yangon,20.00%,$50 ,$74 
6/26/2021,Agency,PA,LA-16780,Laura Armstrong,Pathein,0.00%,$42 ,$63 
11/27/2021,Corporate,Travel,DO-13435,Denny Ordway,Dawei,45.00%,$700 ,$562 
11/27/2021,Corporate,PA,DO-13435,Denny Ordway,Dawei,20.00%,$130 ,$126 
12/3/2021,Corporate,Contractor's All Risk,DK-13225,Dean Katz,Dawei,70.00%,$800 ,$722 
12/3/2021,Corporate,Cash In Transit,DK-13225,Dean Katz,Dawei,20.00%,$3 ,$4 
11/24/2020,Agency,CAR/EAR,NG-18430,Nathan Gelder,Pathein,20.00%,$3 ,$4 
12/11/2023,Agency,Marine,MV-18190,Mike Vittorini,Mandalay,20.00%,$23 ,$35 
12/11/2023,Agency,PA,MV-18190,Mike Vittorini,Mandalay,0.00%,$40 ,$60 
9/21/2020,Commercial,Fire,JG-15115,Jack Garza,Monywa,20.00%,$400 ,$369 
9/21/2020,Commercial,Oversea Marine,JG-15115,Jack Garza,Monywa,0.00%,"$2,700 ","$2,696 "
6/7/2020,Agency,Marine,BP-11095,Bart Pistole,Bago,80.00%,$12 ,$19 
6/30/2023,Corporate,Marine,VP-21730,Victor Preis,Sittwe,20.00%,$76 ,$114 
10/17/2023,Walk-in,Industrial All Risk,SS-20140,Saphhira Shifley,Sittwe,0.00%,$50 ,$75 
10/17/2023,Walk-in,Fidelity,SS-20140,Saphhira Shifley,Sittwe,0.00%,$13 ,$19 
10/31/2021,Agency,Bailee's Liability,HP-14815,Harold Pawlan,Pathein,0.00%,$70 ,$105 
9/8/2022,Commercial,Industrial All Risk,AG-10675,Anna Gayman,Taunggyi,20.00%,$36 ,$54 
9/8/2022,Commercial,Health/CI,AG-10675,Anna Gayman,Taunggyi,32.00%,"$4,000 ","$3,589 "
9/8/2022,Commercial,Industrial All Risk,AG-10675,Anna Gayman,Taunggyi,20.00%,$131 ,$196 
9/8/2022,Commercial,PA,AG-10675,Anna Gayman,Taunggyi,20.00%,$58 ,$86 
12/24/2020,Corporate,Fidelity,LF-17185,Luke Foster,Dawei,20.00%,$10 ,$14 
4/16/2020,Walk-in,CAR/EAR,SP-20650,Stephanie Phelps,Myitkyina,20.00%,$39 ,$59 
12/24/2023,Agency,Cash In Safe,RF-19840,Roy Französisch,Mandalay,0.00%,$36 ,$54 
12/8/2023,Bancassurance,PA,KH-16510,Keith Herrera,Yangon,0.00%,$250 ,$269 
12/8/2023,Bancassurance,Oversea Marine,KH-16510,Keith Herrera,Yangon,20.00%,"$1,900 ","$1,797 "
12/8/2023,Bancassurance,Fidelity,KH-16510,Keith Herrera,Yangon,0.00%,$27 ,$41 
12/8/2023,Bancassurance,Travel,KH-16510,Keith Herrera,Yangon,20.00%,"$1,900 ","$1,504 "
12/8/2023,Bancassurance,Fidelity,KH-16510,Keith Herrera,Yangon,0.00%,$10 ,$14 
12/8/2023,Bancassurance,CAR/EAR,KH-16510,Keith Herrera,Yangon,0.00%,$28 ,$42 
12/8/2023,Bancassurance,Fidelity,KH-16510,Keith Herrera,Yangon,0.00%,$56 ,$84 
12/8/2023,Bancassurance,Health/CI,KH-16510,Keith Herrera,Yangon,15.00%,"$2,100 ","$2,002 "
12/8/2023,Bancassurance,Motor,KH-16510,Keith Herrera,Yangon,20.00%,$180 ,$170 
11/3/2023,Commercial,Fidelity,KC-16675,Kimberly Carter,Monywa,0.00%,$200 ,$209 
11/3/2023,Commercial,Motor,KC-16675,Kimberly Carter,Monywa,20.00%,$400 ,$460 
6/24/2023,Bancassurance,CAR/EAR,CJ-12010,Caroline Jumper,Yangon,0.00%,$96 ,$144 
4/14/2022,Bancassurance,Motor,PB-19150,Philip Brown,Yangon,20.00%,$700 ,$575 
11/6/2023,Walk-in,Fidelity,VB-21745,Victoria Brennan,Hpa-an,0.00%,$6 ,$9 
3/4/2023,Bancassurance,CAR/EAR,SP-20860,Sung Pak,Yangon,0.00%,$9 ,$14 
3/4/2023,Bancassurance,CAR/EAR,SP-20860,Sung Pak,Yangon,0.00%,$15 ,$23 
6/22/2020,Travel,PA,JE-15745,Joel Eaton,Magwe,20.00%,$300 ,$295 
10/19/2023,Corporate,Cash In Transit,MP-17965,Michael Paige,Malamyine,0.00%,$57 ,$85 
10/19/2023,Corporate,Industrial All Risk,MP-17965,Michael Paige,Malamyine,0.00%,$33 ,$49 
8/21/2023,Corporate,Motor,NF-18385,Natalie Fritzler,Sittwe,0.00%,"$1,500 ","$1,298 "
11/23/2023,Agency,Cash In Transit,JM-15265,Janet Molinari,Pathein,0.00%,$28 ,$43 
11/23/2023,Agency,Marine,JM-15265,Janet Molinari,Pathein,0.00%,$400 ,$431 
9/12/2020,Agency,Contractor's All Risk,SD-20485,Shirley Daniels,Mandalay,0.00%,$70 ,$105 
10/1/2023,Commercial,CAR/EAR,KH-16630,Ken Heidel,Taunggyi,20.00%,$7 ,$10 
4/15/2022,Walk-in,Marine,RB-19795,Ross Baird,Myitkyina,70.00%,$300 ,$284 
4/15/2022,Walk-in,PA,RB-19795,Ross Baird,Myitkyina,20.00%,$900 ,$612 
4/15/2022,Walk-in,PA,RB-19795,Ross Baird,Myitkyina,20.00%,$292 ,$437 
4/15/2022,Walk-in,Industrial All Risk,RB-19795,Ross Baird,Myitkyina,20.00%,$5 ,$7 
6/6/2022,Corporate,Industrial All Risk,DB-13060,Dave Brooks,Malamyine,0.00%,$714 ,"$1,070 "
12/19/2020,Corporate,Marine,MK-18160,Mike Kennedy,Dawei,70.00%,$5 ,$7 
12/19/2020,Corporate,PA,MK-18160,Mike Kennedy,Dawei,20.00%,$390 ,$371 
6/12/2022,Agency,Contractor's All Risk,PO-19180,Philisse Overcash,Bago,30.00%,"$2,000 ","$1,510 "
6/12/2022,Agency,Fidelity,PO-19180,Philisse Overcash,Bago,20.00%,$500 ,$469 
9/15/2023,Commercial,Fidelity,BB-11545,Brenda Bowman,Taunggyi,20.00%,$32 ,$48 
1/20/2023,Agency,Motor,CV-12805,Cynthia Voltz,Mandalay,10.00%,$208 ,$311 
9/5/2022,Agency,Cash In Transit,PK-19075,Pete Kriz,Pathein,0.00%,$12 ,$18 
9/5/2022,Agency,Industrial All Risk,PK-19075,Pete Kriz,Pathein,0.00%,$300 ,$292 
9/5/2022,Agency,Industrial All Risk,PK-19075,Pete Kriz,Pathein,0.00%,$71 ,$106 
9/5/2022,Agency,Fidelity,PK-19075,Pete Kriz,Pathein,0.00%,$91 ,$137 
9/5/2022,Agency,Motor,PK-19075,Pete Kriz,Pathein,0.00%,$500 ,$364 
9/5/2022,Agency,CAR/EAR,PK-19075,Pete Kriz,Pathein,0.00%,$22 ,$33 
3/20/2023,Walk-in,Cash In Transit,TB-21595,Troy Blackwell,Loikaw,0.00%,$3 ,$4 
4/1/2022,Agency,CAR/EAR,RB-19360,Raymond Buch,Mandalay,0.00%,$60 ,$89 
4/1/2022,Agency,Industrial All Risk,RB-19360,Raymond Buch,Mandalay,0.00%,$162 ,$243 
4/1/2022,Agency,CAR/EAR,RB-19360,Raymond Buch,Mandalay,0.00%,$264 ,$395 
4/1/2022,Agency,CAR/EAR,RB-19360,Raymond Buch,Mandalay,0.00%,$30 ,$46 
4/1/2022,Agency,CAR/EAR,RB-19360,Raymond Buch,Mandalay,0.00%,$10 ,$15 
4/1/2022,Agency,Fire,RB-19360,Raymond Buch,Mandalay,0.00%,$35 ,$53 
10/20/2023,Agency,Travel,EB-13705,Ed Braxton,Pathein,40.00%,$450 ,$426 
10/20/2023,Agency,Industrial All Risk,EB-13705,Ed Braxton,Pathein,20.00%,"$1,000 ",$997 
12/13/2022,Walk-in,PA,KH-16630,Ken Heidel,Sittwe,0.00%,$64 ,$96 
2/12/2024,Bancassurance,Motor,SC-20095,Sanjit Chand,Yangon,20.00%,$190 ,$194 
9/26/2022,Agency,Motor,NF-18385,Natalie Fritzler,Bago,30.00%,"$1,300 ","$1,120 "
9/26/2022,Agency,CAR/EAR,NF-18385,Natalie Fritzler,Bago,20.00%,$9 ,$13 
12/15/2021,Commercial,Cash In Safe,JH-15985,Joseph Holt,Monywa,0.00%,$190 ,$156 
12/15/2021,Commercial,PA,JH-15985,Joseph Holt,Monywa,0.00%,"$1,500 ","$1,348 "
12/15/2021,Commercial,Marine,JH-15985,Joseph Holt,Monywa,20.00%,$51 ,$77 
4/22/2022,Travel,Cash In Transit,TN-21040,Tanja Norvell,Hpa-an,20.00%,$24 ,$35 
4/22/2022,Travel,Travel,TN-21040,Tanja Norvell,Hpa-an,50.00%,"$2,000 ","$1,906 "
4/22/2022,Travel,Marine,TN-21040,Tanja Norvell,Hpa-an,70.00%,$28 ,$43 
4/22/2022,Travel,Bailee's Liability,TN-21040,Tanja Norvell,Hpa-an,20.00%,$185 ,$278 
4/22/2022,Travel,Cash In Safe,TN-21040,Tanja Norvell,Hpa-an,20.00%,$78 ,$117 
1/17/2021,Agency,Cash In Transit,JS-15940,Joni Sundaresam,Bago,60.00%,$400 ,$382 
3/31/2023,Commercial,Health/CI,DS-13180,David Smith,Taunggyi,32.00%,$340 ,$308 
12/16/2022,Agency,Marine,CC-12670,Craig Carreira,Bago,80.00%,$5 ,$7 
12/20/2021,Agency,Fidelity,MH-17785,Maya Herman,Mandalay,0.00%,$55 ,$83 
11/9/2020,Bancassurance,Industrial All Risk,JP-15520,Jeremy Pistek,Yangon,0.00%,$560 ,$511 
11/9/2020,Bancassurance,Health/CI,JP-15520,Jeremy Pistek,Yangon,15.00%,$350 ,$333 
11/9/2020,Bancassurance,Fire,JP-15520,Jeremy Pistek,Yangon,20.00%,"$1,100 ","$1,054 "
11/9/2020,Bancassurance,Industrial All Risk,JP-15520,Jeremy Pistek,Yangon,0.00%,$93 ,$139 
11/9/2020,Bancassurance,Fidelity,JP-15520,Jeremy Pistek,Yangon,0.00%,$63 ,$94 
11/9/2020,Bancassurance,Fidelity,JP-15520,Jeremy Pistek,Yangon,0.00%,$95 ,$142 
7/12/2022,Bancassurance,Fire,KH-16690,Kristen Hastings,Yangon,20.00%,$96 ,$143 
10/27/2022,Agency,Cash In Transit,JE-15475,Jeremy Ellison,Mandalay,0.00%,$40 ,$60 
6/26/2022,Agency,CAR/EAR,JG-15805,John Grady,Mandalay,0.00%,$15 ,$22 
6/26/2022,Agency,Industrial All Risk,JG-15805,John Grady,Mandalay,0.00%,"$1,200 ","$1,055 "
10/6/2020,Bancassurance,PA,XP-21865,Xylona Preis,Yangon,0.00%,$9 ,$14 
7/22/2020,Agency,CAR/EAR,EM-14065,Erin Mull,Mandalay,0.00%,$6 ,$9 
7/22/2020,Agency,PA,EM-14065,Erin Mull,Mandalay,0.00%,$160 ,$240 
6/10/2023,Bancassurance,CAR/EAR,MT-18070,Michelle Tran,Yangon,0.00%,$30 ,$44 
6/10/2023,Bancassurance,Health/CI,MT-18070,Michelle Tran,Yangon,15.00%,$800 ,$770 
6/10/2023,Bancassurance,Fire,MT-18070,Michelle Tran,Yangon,20.00%,$500 ,$419 
10/29/2020,Agency,Fire,SA-20830,Sue Ann Reed,Bago,20.00%,"$2,736 ","$4,097 "
6/9/2020,Commercial,Fire,CW-11905,Carl Weiss,Taunggyi,20.00%,$8 ,$12 
6/9/2020,Commercial,PA,CW-11905,Carl Weiss,Taunggyi,20.00%,$64 ,$96 
6/9/2020,Commercial,CAR/EAR,CW-11905,Carl Weiss,Taunggyi,20.00%,$70 ,$105 
9/14/2020,Agency,Industrial All Risk,AJ-10960,Astrea Jones,Mandalay,0.00%,$700 ,$673 
9/14/2020,Agency,CAR/EAR,AJ-10960,Astrea Jones,Mandalay,0.00%,$11 ,$17 
5/9/2022,Commercial,PA,SS-20590,Sonia Sunley,Monywa,0.00%,$140 ,$141 
3/18/2022,Travel,Travel,RO-19780,Rose O'Brian,Malamyine,40.00%,$190 ,$284 
12/27/2021,Bancassurance,CAR/EAR,MD-17350,Maribeth Dona,Sittwe,0.00%,$105 ,$158 
7/25/2022,Bancassurance,Marine,SC-20095,Sanjit Chand,Yangon,20.00%,$120 ,$179 
7/25/2022,Bancassurance,Cash In Transit,SC-20095,Sanjit Chand,Yangon,0.00%,$600 ,$383 
7/25/2022,Bancassurance,Motor,SC-20095,Sanjit Chand,Yangon,20.00%,$700 ,$362 
7/25/2022,Bancassurance,Cash In Transit,SC-20095,Sanjit Chand,Yangon,0.00%,$69 ,$104 
5/30/2022,Travel,Marine,MY-17380,Maribeth Yedwab,Magwe,70.00%,$23 ,$34 
5/30/2022,Travel,Marine,MY-17380,Maribeth Yedwab,Magwe,70.00%,$40 ,$22 
5/30/2022,Travel,Motor,MY-17380,Maribeth Yedwab,Magwe,20.00%,"$1,300 ","$1,200 "
5/30/2022,Travel,Marine,MY-17380,Maribeth Yedwab,Magwe,70.00%,$2 ,$4 
5/30/2022,Travel,Fidelity,MY-17380,Maribeth Yedwab,Magwe,20.00%,$33 ,$49 
11/12/2023,Agency,Marine,EB-13705,Ed Braxton,Mandalay,20.00%,$16 ,$24 
3/16/2021,Walk-in,CAR/EAR,CM-12385,Christopher Martinez,Myitkyina,0.00%,$3 ,$4 
3/16/2021,Walk-in,CAR/EAR,CM-12385,Christopher Martinez,Myitkyina,0.00%,$8 ,$12 
3/16/2021,Walk-in,Industrial All Risk,CM-12385,Christopher Martinez,Myitkyina,0.00%,$47 ,$70 
3/16/2021,Walk-in,Marine,CM-12385,Christopher Martinez,Myitkyina,0.00%,"$6,355 ","$9,517 "
11/26/2023,Corporate,Cash In Transit,LS-17245,Lynn Smith,Sittwe,0.00%,$180 ,$189 
11/26/2023,Corporate,PA,LS-17245,Lynn Smith,Sittwe,0.00%,$38 ,$57 
10/20/2022,Agency,CAR/EAR,LF-17185,Luke Foster,Pathein,20.00%,$7 ,$11 
12/21/2023,Bancassurance,CAR/EAR,BN-11515,Bradley Nguyen,Yangon,0.00%,$7 ,$10 
12/21/2023,Bancassurance,CAR/EAR,BN-11515,Bradley Nguyen,Yangon,0.00%,$6 ,$9 
1/22/2023,Corporate,Oversea Marine,AD-10180,Alan Dominguez,Sittwe,0.00%,"$4,000 ","$4,493 "
1/22/2023,Corporate,Industrial All Risk,AD-10180,Alan Dominguez,Sittwe,0.00%,$51 ,$77 
1/22/2023,Corporate,Fidelity,AD-10180,Alan Dominguez,Sittwe,0.00%,$12 ,$18 
1/22/2023,Corporate,Industrial All Risk,AD-10180,Alan Dominguez,Sittwe,0.00%,"$1,800 ","$1,686 "
3/22/2021,Commercial,PA,DB-13210,Dean Braden,Taunggyi,20.00%,$18 ,$28 
3/22/2021,Commercial,Industrial All Risk,DB-13210,Dean Braden,Taunggyi,20.00%,$130 ,$194 
3/22/2021,Commercial,Marine,DB-13210,Dean Braden,Taunggyi,80.00%,$14 ,$21 
1/23/2023,Agency,Travel,MC-17605,Matt Connell,Pathein,0.00%,$300 ,$316 
